9.012362,40.334107,3.600463,39.964996,49.237815,36.233221,53.232424,46.883091,32.916766,63.184261,40.915690,17.096943,56.414266,30.301013,32.203384,0.000000
8.267594,3.396604,20.443945,56.758052,36.090749,31.495910,23.604624,34.840410,3.450616,8.253314,20.935373,7.539400,18.093041,6.908979,22.535787,11.000000
6.520972,3.023928,19.235291,54.296519,34.514443,30.916829,22.962923,30.755863,0.903592,8.800622,18.015867,6.407845,18.228014,9.212290,19.716386,11.000000
5.375007,4.850091,20.231079,57.733027,37.460532,32.083431,24.766980,30.096818,2.982349,8.043948,21.848232,4.832416,18.509384,8.878846,21.981248,11.000000
9.605632,2.424101,23.534518,53.248235,32.588114,28.958779,20.782297,34.810233,3.534934,8.665812,19.693751,7.274587,18.677637,9.914370,22.113456,11.000000
5.887186,7.547619,14.993464,51.323004,33.188916,33.926280,25.232853,31.643932,3.657699,12.556271,22.531334,3.451972,18.691483,15.235026,22.089469,11.000000
9.474942,9.600378,13.299843,47.567109,36.926376,37.487690,24.753886,24.721820,4.552431,12.054625,21.769786,3.698186,19.293811,14.905299,19.160763,11.000000
15.302757,8.063184,19.857448,39.579070,27.591418,22.205112,19.292054,26.121866,3.175206,17.028978,17.067024,10.398917,16.951806,19.053244,21.769779,11.000000
26.147969,24.895127,18.927649,20.233875,29.479338,135.196600,12.233162,12.565296,21.270787,18.319890,6.911531,24.723152,27.492783,12.120164,16.839856,11.000000
27.519086,13.661593,20.816431,21.615090,42.568521,132.988496,8.799991,12.850074,22.709131,16.660725,6.500704,20.896516,19.897513,13.934023,20.627985,11.000000
23.274923,18.351948,16.020927,32.519652,14.170918,21.436418,10.544854,4.647422,7.890296,4.527567,4.643406,7.425863,12.340714,12.602032,19.556632,11.000000
17.968931,16.538988,10.946213,36.910113,7.330841,11.999071,12.113448,10.408926,8.824582,14.203665,15.052782,12.538302,2.767859,5.873260,9.486246,11.000000
45.872956,4.537112,39.960097,58.170339,9.564977,12.523368,32.325397,13.984956,11.058444,55.661624,41.211346,16.120834,59.797444,49.223607,3.152171,11.000000
25.633213,10.142643,22.436779,24.794560,10.188193,9.713666,43.122386,50.198399,14.759091,34.920960,42.907967,43.314305,19.445550,41.059481,14.345111,11.000000
28.633719,10.388801,21.607840,25.938304,14.458236,15.611862,50.278837,49.724673,7.553273,43.124939,46.141086,47.002230,24.564059,51.855859,9.719435,11.000000
26.331018,18.858687,17.795606,51.178976,10.317026,26.001193,23.295579,9.426714,10.336092,13.753887,11.908490,14.740354,9.308165,16.235552,11.395541,11.000000
5.855485,10.511213,14.442683,54.440577,24.622041,31.755553,21.755200,6.595885,4.862843,11.953376,7.408667,6.833870,5.147113,1.953964,12.720680,11.000000
11.595019,15.520715,13.112392,61.525748,52.188404,25.970196,24.346193,17.138613,8.573180,30.412502,8.590296,16.059663,23.739474,2.060203,8.958041,11.000000
7.783721,15.337625,11.381257,56.196918,55.701924,24.314543,22.715339,19.587479,15.586380,28.993265,6.400443,11.701048,18.503328,5.078440,8.750934,11.000000
15.661146,9.528345,14.021315,56.509181,52.246608,32.294053,24.382372,15.984067,10.797086,27.001628,3.220190,12.240995,15.293528,4.324248,6.210719,11.000000
61.226307,18.351523,25.502021,65.624907,61.598231,37.298930,21.580936,18.241517,25.914290,29.554913,12.878872,35.082814,24.592234,6.983671,32.579900,11.000000
52.235357,14.690635,30.325659,71.662856,64.497036,36.771005,18.246193,15.753117,10.246899,19.257984,19.585484,27.028487,6.304301,15.777158,32.194699,11.000000
